OrderID,OrderDate,Region,Product,Customer,SalesRep,Quantity,UnitPrice,Revenue
1199,2025-03-22,West,Bluetooth Speaker,Customer 42,Priya,5.0,764.71,3823.55
1200,2025-04-29,Unknown,Bluetooth Speaker,Customer 57,Priya,1.0,2937.22,2937.22
1201,2025-05-29,North,Laptop Stand,Customer 37,Suresh,2.0,764.57,1529.14
1202,2025-09-10,West,Laptop Stand,Customer 13,Arun,2.0,522.07,1044.14
1203,2025-01-08,North,Webcam Hd,Customer 44,Priya,3.0,1605.77,4817.31
1204,2025-09-21,Unknown,Bluetooth Speaker,Customer 43,Arun,5.0,496.75,2483.75
1206,2025-01-05,South,Bluetooth Speaker,Customer 20,Priya,3.0,2000.01,6000.03
1207,2025-09-06,North,Laptop Stand,Customer 40,Priya,4.0,496.82,1987.28
1208,2025-11-07,West,Mechanical Keyboard,Customer 52,Meena,4.0,2847.53,11390.12
1209,2025-11-02,South,Wireless Mouse,Customer 59,Suresh,2.0,318.66,637.32
1210,2025-03-18,South,Mechanical Keyboard,Customer 29,Arun,4.0,2032.24,8128.96
1213,2025-01-31,West,Wireless Mouse,Customer 19,Divya,3.0,2780.33,8340.99
1214,2025-08-04,East,Bluetooth Speaker,Customer 56,Divya,3.0,309.93,929.79
1215,2025-06-28,East,Mechanical Keyboard,Customer 26,Suresh,3.0,2190.39,6571.17
1216,2025-02-06,East,Mechanical Keyboard,Customer 25,Priya,4.0,968.26,3873.04
1217,2025-02-27,East,Webcam Hd,Customer 50,Arun,4.0,455.82,1823.28
1219,2025-05-29,South,Webcam Hd,Customer 39,Meena,2.0,479.22,958.44
1222,2025-05-04,West,Usb-C Cable,Customer 20,Meena,3.0,2976.82,8930.46
1223,2025-08-02,East,Usb-C Cable,Customer 17,Priya,2.0,1830.71,3661.42
1225,2025-04-22,West,Laptop Stand,Customer 20,Arun,4.0,545.12,2180.48
1229,2025-08-02,East,Usb-C Cable,Customer 22,Priya,3.0,1598.94,4796.82
1231,2025-09-08,North,Mechanical Keyboard,Customer 3,Arun,1.0,2702.93,2702.93
1232,2025-02-04,North,Usb-C Cable,Customer 33,Divya,2.0,306.05,612.1
1233,2025-05-09,North,Wireless Mouse,Customer 35,Suresh,3.0,270.1,810.3
1239,2025-01-09,East,Desk Lamp,Customer 53,Divya,2.0,745.06,1490.12
1240,2025-07-19,East,Desk Lamp,Customer 9,Meena,2.0,1572.59,3145.18
1242,2025-08-19,West,Laptop Stand,Customer 36,Divya,3.0,516.93,1550.79
1243,2025-06-01,South,Wireless Mouse,Customer 18,Priya,3.0,2112.5,6337.5
1244,2025-04-07,South,Wireless Mouse,Customer 20,Divya,2.0,2860.91,5721.82
1247,2025-03-13,North,Laptop Stand,Customer 32,Priya,2.0,492.48,984.96
1251,2025-09-09,South,Bluetooth Speaker,Customer 18,Divya,2.0,324.84,649.68
1252,2025-03-04,West,Desk Lamp,Customer 14,Divya,5.0,3114.66,15573.3
1253,2025-07-29,East,Webcam Hd,Customer 20,Priya,5.0,1860.73,9303.65
1254,2025-08-18,East,Mechanical Keyboard,Customer 33,Meena,3.0,1360.12,4080.36
1255,2025-02-13,West,Webcam Hd,Customer 43,Karthik,3.0,2044.05,6132.15
1256,2025-07-24,East,Wireless Mouse,Customer 1,Arun,5.0,500.07,2500.35
1257,2025-04-24,South,Bluetooth Speaker,Customer 30,Meena,5.0,1999.19,9995.95
1258,2025-02-23,East,Wireless Mouse,Customer 8,Meena,3.0,768.94,2306.82
1260,2025-01-12,South,Webcam Hd,Customer 52,Priya,4.0,1401.4,5605.6
1261,2025-08-25,East,Webcam Hd,Customer 12,Priya,3.0,904.93,2714.79
1262,2025-08-08,North,Desk Lamp,Customer 14,Priya,5.0,3121.22,15606.1
1263,2025-04-06,South,Usb-C Cable,Customer 30,Arun,5.0,2143.98,10719.9
1265,2025-02-13,South,Wireless Mouse,Customer 16,Karthik,2.0,486.36,972.72
1267,2025-03-27,North,Usb-C Cable,Customer 12,Karthik,5.0,1365.17,6825.85
1269,2025-09-08,South,Webcam Hd,Customer 2,Priya,5.0,285.54,1427.7
1274,2025-05-30,North,Mechanical Keyboard,Customer 58,Meena,2.0,545.18,1090.36
1275,2025-05-22,East,Usb-C Cable,Customer 10,Meena,2.0,2847.58,5695.16
1276,2025-03-14,East,Bluetooth Speaker,Customer 29,Arun,2.0,1002.12,2004.24
1277,2025-08-07,West,Laptop Stand,Customer 38,Arun,2.0,2187.77,4375.54
1279,2025-08-03,South,Webcam Hd,Customer 49,Arun,5.0,306.55,1532.75
1280,2025-03-22,West,Wireless Mouse,Customer 28,Priya,3.0,1919.79,5759.37
1281,2025-02-17,North,Wireless Mouse,Customer 24,Meena,3.0,292.8,878.4
1282,2025-04-30,South,Desk Lamp,Customer 7,Arun,4.0,914.67,3658.68
1283,2025-08-16,North,Desk Lamp,Customer 22,Arun,3.0,1851.94,5555.82
1284,2025-02-22,South,Laptop Stand,Customer 57,Karthik,3.0,1053.64,3160.92
1286,2025-07-30,West,Wireless Mouse,Customer 58,Arun,3.0,2772.97,8318.91
1287,2025-08-08,East,Usb-C Cable,Customer 18,Meena,2.0,504.33,1008.66
1288,2025-01-14,West,Mechanical Keyboard,Customer 39,Suresh,4.0,1955.72,7822.88
1291,2025-07-02,South,Wireless Mouse,Customer 17,Priya,1.0,325.83,325.83
1294,2025-08-06,West,Wireless Mouse,Customer 16,Arun,3.0,296.21,888.63
1295,2025-03-31,North,Desk Lamp,Customer 9,Meena,1.0,498.64,498.64
1296,2025-05-13,South,Usb-C Cable,Customer 48,Karthik,2.0,3238.86,6477.72
1297,2025-09-26,North,Desk Lamp,Customer 37,Meena,2.0,990.05,1980.1
1299,2025-01-23,West,Wireless Mouse,Customer 31,Karthik,3.0,466.96,1400.88
1300,2025-08-03,South,Usb-C Cable,Customer 27,Meena,2.0,851.09,1702.18
1301,2025-01-27,West,Mechanical Keyboard,Customer 3,Divya,2.0,1072.13,2144.26
1303,2025-09-10,West,Usb-C Cable,Customer 1,Divya,1.0,503.15,503.15
1304,2025-01-05,North,Webcam Hd,Customer 25,Meena,5.0,281.37,1406.85
1306,2025-02-13,East,Webcam Hd,Customer 53,Divya,2.0,1519.33,3038.66
1307,2025-05-02,North,Laptop Stand,Customer 60,Divya,2.0,791.45,1582.9
1309,2025-04-17,North,Bluetooth Speaker,Customer 17,Arun,2.0,529.7,1059.4
1312,2025-04-03,North,Usb-C Cable,Customer 9,Priya,3.0,828.77,2486.31
1314,2025-06-19,North,Bluetooth Speaker,Customer 4,Priya,5.0,1063.27,5316.35
1315,2025-08-07,South,Usb-C Cable,Customer 59,Priya,5.0,790.37,3951.85
1317,2025-09-27,North,Bluetooth Speaker,Customer 51,Meena,2.0,1007.89,2015.78
1318,2025-09-15,East,Laptop Stand,Customer 12,Arun,2.0,1414.76,2829.52
1319,2025-01-30,South,Webcam Hd,Customer 15,Priya,2.0,514.66,1029.32
1320,2025-01-29,East,Laptop Stand,Customer 60,Priya,3.0,508.23,1524.69
1322,2025-04-23,West,Wireless Mouse,Customer 22,Suresh,4.0,2777.37,11109.48
1323,2025-06-15,North,Usb-C Cable,Customer 38,Meena,3.0,2765.63,8296.89
1324,2025-02-07,East,Webcam Hd,Customer 7,Karthik,5.0,740.9,3704.5
1326,2025-07-13,North,Usb-C Cable,Customer 12,Meena,1.0,2178.39,2178.39
1328,2025-05-02,South,Usb-C Cable,Customer 41,Arun,2.0,901.38,1802.76
1329,2025-06-29,South,Desk Lamp,Customer 1,Arun,3.0,1045.47,3136.41
1331,2025-03-25,South,Wireless Mouse,Customer 19,Arun,2.0,871.18,1742.36
1332,2025-07-12,South,Mechanical Keyboard,Customer 58,Arun,2.0,1644.49,3288.98
1333,2025-08-09,East,Usb-C Cable,Customer 4,Arun,2.0,546.34,1092.68
1334,2025-05-16,North,Usb-C Cable,Customer 7,Arun,3.0,1513.89,4541.67
1338,2025-05-18,East,Desk Lamp,Customer 43,Arun,2.0,1936.55,3873.1
1341,2025-08-11,East,Webcam Hd,Customer 17,Karthik,2.0,292.31,584.62
1343,2025-02-21,South,Laptop Stand,Customer 56,Suresh,2.0,951.87,1903.74
1345,2025-06-19,North,Desk Lamp,Customer 31,Karthik,2.0,289.3,578.6
1348,2025-03-23,North,Desk Lamp,Customer 33,Divya,5.0,3209.71,16048.55
1349,2025-04-09,North,Usb-C Cable,Customer 3,Divya,1.0,831.7,831.7
1350,2025-09-16,South,Webcam Hd,Customer 2,Priya,2.0,1017.79,2035.58
1352,2025-04-20,West,Webcam Hd,Customer 14,Karthik,3.0,1355.11,4065.33
1353,2025-05-01,East,Webcam Hd,Customer 12,Suresh,1.0,474.29,474.29
1354,2025-05-21,East,Laptop Stand,Customer 30,Karthik,4.0,959.47,3837.88
1356,2025-05-22,North,Laptop Stand,Customer 42,Meena,5.0,464.06,2320.3
1359,2025-09-17,East,Webcam Hd,Customer 57,Suresh,3.0,734.7,2204.1
1360,2025-04-04,South,Usb-C Cable,Customer 23,Priya,5.0,1056.56,5282.8
1362,2025-09-14,East,Mechanical Keyboard,Customer 20,Divya,1.0,3211.47,3211.47
1363,2025-07-29,East,Laptop Stand,Customer 56,Meena,3.0,2747.57,8242.71
1364,2025-10-06,North,Bluetooth Speaker,Customer 18,Priya,3.0,1578.29,4734.87
1366,2025-11-07,South,Mechanical Keyboard,Customer 13,Arun,1.0,2092.39,2092.39
1369,2025-07-26,West,Usb-C Cable,Customer 47,Priya,4.0,1807.86,7231.44
1370,2025-01-20,North,Mechanical Keyboard,Customer 40,Arun,5.0,308.69,1543.45
1371,2025-01-03,West,Bluetooth Speaker,Customer 8,Suresh,5.0,1039.33,5196.65
1376,2025-08-02,North,Webcam Hd,Customer 15,Divya,5.0,793.29,3966.45
1377,2025-01-21,South,Webcam Hd,Customer 21,Divya,5.0,320.0,1600.0
1379,2025-04-04,Unknown,Bluetooth Speaker,Customer 30,Karthik,3.0,2139.2,6417.6
1380,2025-03-27,East,Desk Lamp,Customer 47,Arun,3.0,293.98,881.94
1381,2025-08-13,East,Laptop Stand,Customer 40,Arun,3.0,1083.0,3249.0
1385,2025-06-19,North,Mechanical Keyboard,Customer 15,Suresh,3.0,1062.36,3187.08
1388,2025-08-21,West,Desk Lamp,Customer 43,Karthik,5.0,274.93,1374.65
1389,2025-07-01,South,Desk Lamp,Customer 7,Arun,3.0,927.16,2781.48
1390,2025-02-24,West,Usb-C Cable,Customer 8,Divya,4.0,1063.85,4255.4
1393,2025-06-14,East,Webcam Hd,Customer 59,Meena,4.0,782.68,3130.72
1395,2025-04-22,West,Webcam Hd,Customer 46,Karthik,2.0,1852.14,3704.28
1397,2025-05-27,North,Mechanical Keyboard,Customer 7,Arun,3.0,454.4,1363.2
1399,2025-02-22,East,Usb-C Cable,Customer 33,Meena,5.0,2064.76,10323.8
